Tree ID;Species Name;DBH (cm);Replacement Value (€);Carbon Storage (kg);Carbon Storage (€);Gross Carbon Sequestration (kg/yr);Gross Carbon Sequestration (€/yr);Avoided Runoff (m^3/yr);Avoided Runoff (€/yr);Carbon Avoided (kg/yr);Carbon Avoided (€/yr);Pollution Removal (g/yr);Pollution Removal (€/yr);Energy Savings (€/yr);Total Annual Benefits (€/yr)
3042935;Fraxinus excelsior;24,6;1 121,54;154,4;24,80;10,1;1,62;0,8;1,53;N/A;N/A;181,6;0,77;N/A;3,92
3042936;Fraxinus excelsior;53,2;4 056,93;900,2;144,64;27,3;4,38;1,8;3,46;N/A;N/A;409,6;1,73;N/A;9,57
3042937;Fraxinus excelsior;32,5;1 716,63;291,6;46,85;14,4;2,32;1,3;2,43;N/A;N/A;288,2;1,22;N/A;5,96
3042938;Fraxinus excelsior;28,7;1 409,83;219,5;35,27;12,3;1,97;1,1;2,01;N/A;N/A;238,1;1,00;N/A;4,99
3042939;Pterocarya pterocarpa;52,9;3 935,17;1 170,5;188,07;30,2;4,85;1,8;3,47;N/A;N/A;411,1;1,73;N/A;10,05
3042940;Pterocarya pterocarpa;70,1;6 663,51;2 323,3;373,28;44,8;7,19;2,2;4,20;N/A;N/A;497,2;2,10;N/A;13,48
3042941;Pterocarya pterocarpa;60,6;5 062,24;1 630,8;262,02;36,6;5,88;2,1;3,94;N/A;N/A;466,9;1,97;N/A;11,79
3042942;Pterocarya pterocarpa;66,3;5 995,07;2 029,5;326,07;41,5;6,66;2,2;4,15;N/A;N/A;491,6;2,07;N/A;12,88
3042946;Acer pseudoplatanus;24,6;1 111,19;183,0;29,40;9,2;1,47;0,8;1,43;N/A;N/A;169,2;0,71;N/A;3,61
3042947;Gleditsia triacanthos;55,1;4 388,84;819,3;131,63;26,9;4,33;1,4;2,57;N/A;N/A;304,3;1,28;N/A;8,18
3042948;Betula pendula;5,8;88,33;4,6;0,73;1,6;0,25;0,1;0,20;N/A;N/A;23,9;0,10;N/A;0,56
3042963;Acer pseudoplatanus;40,5;2 455,38;571,5;91,82;17,5;2,81;1,5;2,77;N/A;N/A;328,2;1,38;N/A;6,96
3042967;Betula pendula;18,2;736,68;78,0;12,53;7,9;1,26;0,6;1,05;N/A;N/A;124,5;0,53;N/A;2,84
3042968;Betula pendula;24,9;1 087,87;169,0;27,15;12,4;1,99;0,8;1,57;N/A;N/A;186,6;0,79;N/A;4,35
3042969;Betula pendula;35,7;1 883,82;411,7;66,14;20,9;3,36;1,2;2,33;N/A;N/A;276,2;1,17;N/A;6,86
3042970;Betula pendula;44,3;2 720,54;702,4;112,86;28,7;4,61;1,5;2,76;N/A;N/A;326,9;1,38;N/A;8,75
3042971;Betula pendula;29,0;1 356,63;246,2;39,56;15,4;2,48;1,0;1,88;N/A;N/A;223,1;0,94;N/A;5,30
3042972;Betula pendula;28,7;1 335,58;240,0;38,56;15,2;2,44;1,0;1,86;N/A;N/A;220,5;0,93;N/A;5,23
3042976;Prunus;26,8;1 067,88;279,4;44,89;14,3;2,29;0,7;1,26;N/A;N/A;149,4;0,63;N/A;4,19
3042977;Acer platanoides;39,2;2 379,92;515,7;82,86;21,5;3,46;0,9;1,79;N/A;N/A;211,6;0,89;N/A;6,14
3042978;Acer platanoides;36,4;2 096,30;435,7;70,00;19,6;3,15;0,8;1,55;N/A;N/A;184,2;0,78;N/A;5,48
3042987;Acer saccharinum;27,8;1 011,48;227,0;36,48;11,1;1,79;0,6;1,08;N/A;N/A;128,0;0,54;N/A;3,41
3042988;Acer saccharinum;43,4;1 927,29;575,3;92,42;18,5;2,97;1,3;2,56;N/A;N/A;303,5;1,28;N/A;6,81
3042989;Acer saccharinum;20,4;717,39;119,0;19,12;7,9;1,27;0,3;0,58;N/A;N/A;68,2;0,29;N/A;2,13
3042990;Platanus x hybrida;44,0;2 990,56;394,1;63,31;12,4;1,99;1,6;3,01;N/A;N/A;356,5;1,50;N/A;6,50
3042991;Platanus x hybrida;23,0;1 047,40;79,6;12,80;4,8;0,77;0,5;0,92;N/A;N/A;109,6;0,46;N/A;2,16
3042992;Platanus x hybrida;25,5;1 214,85;102,6;16,48;5,6;0,89;0,6;1,16;N/A;N/A;137,2;0,58;N/A;2,63
3042993;Platanus x hybrida;26,8;1 308,75;115,9;18,62;6,0;0,96;0,7;1,29;N/A;N/A;152,6;0,64;N/A;2,89
3042994;Platanus x hybrida;28,7;1 454,38;137,2;22,04;6,6;1,06;0,8;1,49;N/A;N/A;176,2;0,74;N/A;3,29
3042995;Platanus x hybrida;20,4;891,56;59,4;9,54;4,0;0,65;0,4;0,71;N/A;N/A;84,1;0,35;N/A;1,71
3042996;Platanus x hybrida;28,4;1 430,73;133,7;21,48;6,5;1,05;0,8;1,46;N/A;N/A;172,4;0,73;N/A;3,23
3042997;Platanus x hybrida;33,5;1 866,72;200,9;32,28;8,3;1,33;1,1;2,01;N/A;N/A;238,7;1,01;N/A;4,36
3042998;Platanus x hybrida;42,7;2 834,90;365,9;58,79;11,9;1,90;1,5;2,91;N/A;N/A;345,3;1,46;N/A;6,28
3042999;Platanus x hybrida;34,8;1 989,34;220,7;35,46;8,8;1,41;1,1;2,16;N/A;N/A;255,5;1,08;N/A;4,65
3043000;Platanus x hybrida;14,4;603,19;25,5;4,09;2,4;0,39;0,2;0,34;N/A;N/A;39,9;0,17;N/A;0,90
3043001;Platanus x hybrida;30,0;1 559,77;153,0;24,59;7,1;1,13;0,9;1,63;N/A;N/A;192,9;0,81;N/A;3,58
3043002;Platanus x hybrida;37,6;2 269,31;267,2;42,93;9,8;1,58;1,3;2,45;N/A;N/A;290,6;1,23;N/A;5,26
3043003;Platanus x hybrida;51,0;3 908,97;567,7;91,20;15,4;2,47;1,7;3,30;N/A;N/A;391,5;1,65;N/A;7,43
3043004;Platanus x hybrida;36,0;2 106,68;240,0;38,56;9,2;1,48;1,2;2,29;N/A;N/A;270,9;1,14;N/A;4,91
3043006;Platanus x hybrida;36,0;2 106,68;240,0;38,56;9,2;1,48;1,2;2,29;N/A;N/A;270,9;1,14;N/A;4,91
3043007;Platanus x hybrida;31,3;1 669,83;169,9;27,30;7,5;1,21;0,9;1,77;N/A;N/A;209,8;0,89;N/A;3,86
3043008;Platanus x hybrida;33,8;1 894,60;205,4;33,00;8,4;1,35;1,1;2,05;N/A;N/A;242,6;1,02;N/A;4,42
3043009;Platanus x hybrida;59,0;5 124,31;813,5;130,71;19,0;3,05;1,9;3,61;N/A;N/A;427,5;1,80;N/A;8,46
3043010;Platanus x hybrida;47,2;3 393,61;468,8;75,32;13,7;2,21;1,7;3,19;N/A;N/A;378,1;1,60;N/A;6,99
3043011;Platanus x hybrida;33,8;1 894,60;205,4;33,00;8,4;1,35;1,1;2,05;N/A;N/A;242,6;1,02;N/A;4,42
3043012;Platanus x hybrida;52,9;4 181,61;621,4;99,83;16,2;2,60;1,7;3,32;N/A;N/A;393,0;1,66;N/A;7,58
3043013;Platanus x hybrida;33,2;1 839,08;196,5;31,57;8,2;1,32;1,0;1,98;N/A;N/A;234,7;0,99;N/A;4,29
3043014;Platanus x hybrida;42,1;2 764,63;353,3;56,77;11,6;1,87;1,5;2,87;N/A;N/A;339,7;1,43;N/A;6,17
3043015;Platanus x hybrida;56,7;4 756,79;737,5;118,49;17,9;2,88;1,8;3,38;N/A;N/A;400,1;1,69;N/A;7,94
3043016;Platanus x hybrida;40,8;2 615,79;327,0;52,53;11,1;1,78;1,4;2,76;N/A;N/A;326,8;1,38;N/A;5,92
3043018;Aesculus hippocastanum;94,6;10 789,10;4 392,4;705,72;35,3;5,68;2,2;4,15;N/A;N/A;491,3;2,07;N/A;11,90
3043020;Salix babylonica;5,8;58,38;9,0;1,44;2,3;0,37;0,0;0,07;N/A;N/A;8,4;0,04;N/A;0,48
3043024;Fraxinus excelsior;7,7;168,86;11,0;1,76;2,3;0,37;0,1;0,16;N/A;N/A;19,0;0,08;N/A;0,61
3043025;Gleditsia triacanthos;94,0;11 534,41;3 019,0;485,06;29,5;4,74;1,4;2,67;N/A;N/A;315,9;1,33;N/A;8,73
3043026;Acer negundo;64,4;3 210,30;1 323,1;212,57;33,6;5,39;1,4;2,64;N/A;N/A;312,5;1,32;N/A;9,35
3043028;Aesculus hippocastanum;81,3;8 336,69;3 122,9;501,74;52,5;8,43;1,8;3,35;N/A;N/A;397,5;1,68;N/A;13,46
3043034;Platanus x hybrida;29,7;1 535,04;149,3;23,98;7,0;1,12;0,8;1,60;N/A;N/A;189,0;0,80;N/A;3,51
3043035;Platanus x hybrida;23,0;1 047,40;79,6;12,80;4,8;0,77;0,5;0,92;N/A;N/A;109,6;0,46;N/A;2,16
3043036;Platanus x hybrida;21,4;949,29;66,8;10,73;4,3;0,69;0,4;0,79;N/A;N/A;93,5;0,39;N/A;1,88
3043037;Platanus x hybrida;7,7;176,78;5,7;0,91;1,0;0,16;0,1;0,11;N/A;N/A;12,6;0,05;N/A;0,32
3043038;Platanus x hybrida;20,1;874,78;57,3;9,20;3,9;0,63;0,4;0,69;N/A;N/A;81,4;0,34;N/A;1,66
3043039;Platanus x hybrida;21,4;949,29;66,8;10,73;4,3;0,69;0,4;0,79;N/A;N/A;93,5;0,39;N/A;1,88
3043040;Platanus x hybrida;15,3;640,11;29,5;4,74;2,7;0,43;0,2;0,38;N/A;N/A;45,2;0,19;N/A;1,00
3043041;Platanus x hybrida;25,5;1 214,85;102,6;16,48;5,6;0,89;0,6;1,16;N/A;N/A;137,2;0,58;N/A;2,63
3043042;Platanus x hybrida;35,1;2 018,30;225,4;36,22;8,9;1,43;1,2;2,19;N/A;N/A;259,4;1,09;N/A;4,71
3043043;Platanus x hybrida;52,6;4 137,90;612,7;98,44;16,1;2,58;1,7;3,32;N/A;N/A;393,0;1,66;N/A;7,56
3043045;Platanus x hybrida;46,2;3 264,62;444,6;71,43;13,3;2,14;1,7;3,14;N/A;N/A;372,3;1,57;N/A;6,85
3043076;Carpinus betulus;33,5;1 773,54;367,9;59,12;11,6;1,86;1,0;1,97;N/A;N/A;233,2;0,98;N/A;4,82
3043080;Liriodendron tulipifera;13,1;565,09;27,6;4,44;3,8;0,61;0,2;0,40;N/A;N/A;46,9;0,20;N/A;1,20
3043081;Liriodendron tulipifera;12,8;553,08;26,1;4,19;3,7;0,59;0,2;0,38;N/A;N/A;44,7;0,19;N/A;1,16
3043091;Liriodendron tulipifera;13,7;589,95;30,7;4,94;4,0;0,65;0,2;0,43;N/A;N/A;51,3;0,22;N/A;1,30
3043097;Liriodendron tulipifera;15,0;647,63;38,2;6,14;4,6;0,74;0,3;0,52;N/A;N/A;61,8;0,26;N/A;1,52
3043100;Liriodendron tulipifera;15,3;661,69;40,1;6,44;4,7;0,76;0,3;0,54;N/A;N/A;64,3;0,27;N/A;1,57
3043108;Liriodendron tulipifera;11,8;515,05;21,5;3,45;3,3;0,53;0,2;0,32;N/A;N/A;38,0;0,16;N/A;1,01
3043110;Liriodendron tulipifera;12,8;553,08;26,1;4,19;3,7;0,59;0,2;0,38;N/A;N/A;44,7;0,19;N/A;1,16
3043113;Acer platanoides;41,1;2 584,34;574,4;92,29;22,9;3,68;1,0;1,95;N/A;N/A;230,9;0,97;N/A;6,60
3043114;Liriodendron tulipifera;18,5;828,90;63,4;10,18;6,1;0,98;0,4;0,80;N/A;N/A;95,2;0,40;N/A;2,19
3043129;Betula pendula;37,3;2 025,87;458,9;73,72;22,3;3,58;1,3;2,43;N/A;N/A;287,3;1,21;N/A;7,22
3043137;Carpinus betulus;12,2;518,20;39,9;6,41;3,9;0,62;0,2;0,35;N/A;N/A;41,3;0,17;N/A;1,15
3043139;Acer platanoides;13,4;561,65;45,4;7,30;5,5;0,88;0,1;0,23;N/A;N/A;27,7;0,12;N/A;1,23
3043149;Acer platanoides;21,1;917,58;126,4;20,31;9,7;1,56;0,3;0,54;N/A;N/A;64,3;0,27;N/A;2,38
3043150;Carpinus betulus;5,8;93,66;9,3;1,49;1,7;0,27;0,1;0,12;N/A;N/A;13,7;0,06;N/A;0,45
3043151;Acer saccharinum;12,2;496,98;40,7;6,54;4,5;0,72;0,1;0,21;N/A;N/A;25,0;0,11;N/A;1,03
3043152;Acer saccharinum;18,5;656,45;97,0;15,59;7,1;1,14;0,2;0,47;N/A;N/A;56,0;0,24;N/A;1,84
3043153;Acer platanoides;24,9;1 151,78;183,9;29,55;12,0;1,93;0,4;0,75;N/A;N/A;88,5;0,37;N/A;3,05
3043157;Prunus avium;22,3;849,27;149,9;24,08;9,2;1,48;0,3;0,56;N/A;N/A;66,7;0,28;N/A;2,33
3043158;Prunus avium;44,0;2 272,76;784,4;126,02;5,1;0,82;1,0;1,81;N/A;N/A;214,2;0,90;N/A;3,53
3043159;Acer saccharinum;13,1;515,76;47,2;7,58;4,8;0,77;0,1;0,24;N/A;N/A;28,6;0,12;N/A;1,14
3043160;Acer saccharinum;19,5;687,78;108,3;17,40;7,5;1,20;0,3;0,53;N/A;N/A;62,2;0,26;N/A;1,99
3043162;Acer saccharinum;34,4;1 349,96;354,2;56,90;14,2;2,28;0,9;1,65;N/A;N/A;195,9;0,83;N/A;4,76
3043163;Pinus nigra;15,7;620,82;29,3;4,70;2,3;0,37;0,1;0,24;N/A;N/A;28,8;0,12;N/A;0,73
3043165;Pinus nigra;20,1;829,75;52,1;8,36;3,2;0,51;0,2;0,39;N/A;N/A;46,1;0,19;N/A;1,09
3043166;Tilia platyphyllos;24,3;1 199,28;121,8;19,57;6,7;1,07;0,5;1,04;N/A;N/A;123,6;0,52;N/A;2,63
3043167;Pinus nigra;33,2;1 755,87;168,4;27,06;6,3;1,01;0,6;1,07;N/A;N/A;126,8;0,54;N/A;2,61
3043168;Pinus nigra;29,3;1 432,57;125,8;20,21;5,3;0,85;0,4;0,83;N/A;N/A;98,8;0,42;N/A;2,10
3043169;Pinus nigra;22,3;953,48;66,4;10,66;3,7;0,59;0,3;0,48;N/A;N/A;56,7;0,24;N/A;1,31
3043170;Pinus nigra;25,5;1 156,36;90,9;14,60;4,4;0,70;0,3;0,63;N/A;N/A;74,4;0,31;N/A;1,65
3043172;Pinus nigra;23,0;995,54;71,4;11,46;3,8;0,61;0,3;0,51;N/A;N/A;60,4;0,25;N/A;1,38
3043175;Tilia cordata;33,8;2 194,50;265,2;42,60;10,4;1,67;0,9;1,73;N/A;N/A;205,0;0,86;N/A;4,26
3043176;Acer platanoides;18,8;794,62;97,4;15,65;8,4;1,35;0,2;0,44;N/A;N/A;51,6;0,22;N/A;2,00
3043177;Acer platanoides;5,8;97,31;6,9;1,10;2,0;0,32;0,0;0,06;N/A;N/A;7,4;0,03;N/A;0,41
3043178;Acer platanoides;6,1;107,63;7,7;1,24;2,1;0,34;0,0;0,07;N/A;N/A;7,9;0,03;N/A;0,44
3043182;Betula pubescens;31,6;1 548,25;304,5;48,92;13,4;2,15;1,1;2,04;N/A;N/A;242,0;1,02;N/A;5,21
3043183;Betula pubescens;21,4;890,79;116,3;18,68;7,6;1,22;0,6;1,14;N/A;N/A;135,1;0,57;N/A;2,93
3043184;Betula pubescens;19,5;796,28;92,5;14,86;6,6;1,06;0,5;0,98;N/A;N/A;115,5;0,49;N/A;2,53
3043185;Betula pubescens;20,8;860,00;108,4;17,42;7,3;1,17;0,6;1,09;N/A;N/A;128,8;0,54;N/A;2,80
3043186;Betula pendula;33,8;1 723,23;359,6;57,77;19,3;3,10;1,2;2,21;N/A;N/A;262,2;1,11;N/A;6,42
3043187;Betula pendula;38,3;2 117,81;489,9;78,71;23,2;3,73;1,3;2,48;N/A;N/A;293,9;1,24;N/A;7,45
3043189;Betula pendula;34,4;1 772,99;375,6;60,34;19,8;3,18;1,2;2,25;N/A;N/A;266,7;1,13;N/A;6,56
3043190;Betula pubescens;34,4;1 772,99;375,6;60,34;15,1;2,43;1,2;2,26;N/A;N/A;268,0;1,13;N/A;5,83
3043191;Betula pubescens;28,1;1 294,13;227,8;36,60;11,3;1,81;0,9;1,74;N/A;N/A;206,5;0,87;N/A;4,42
3043192;Betula pendula;31,9;1 571,41;311,7;50,07;17,7;2,85;1,1;2,09;N/A;N/A;247,3;1,04;N/A;5,98
3043193;Betula pendula;21,4;890,79;116,3;18,68;9,9;1,59;0,7;1,30;N/A;N/A;154,2;0,65;N/A;3,55
3043194;Betula pendula;29,0;1 356,63;246,2;39,56;15,4;2,48;1,0;1,88;N/A;N/A;223,1;0,94;N/A;5,30
3043195;Betula pendula;29,7;1 406,60;261,2;41,97;16,0;2,57;1,0;1,93;N/A;N/A;229,1;0,97;N/A;5,47
3043196;Betula pubescens;30,9;1 495,04;288,1;46,28;12,9;2,08;1,0;1,98;N/A;N/A;235,1;0,99;N/A;5,06
3043197;Betula pendula;29,0;1 356,63;246,2;39,56;15,4;2,48;1,0;1,88;N/A;N/A;223,1;0,94;N/A;5,30
3043198;Betula pendula;30,6;1 472,60;281,2;45,18;16,7;2,68;1,1;2,00;N/A;N/A;236,6;1,00;N/A;5,68
3043199;Betula pendula;25,5;1 124,64;179,2;28,80;12,8;2,06;0,9;1,62;N/A;N/A;192,0;0,81;N/A;4,49
3043200;Betula pendula;42,7;2 551,25;641,3;103,03;27,2;4,37;1,4;2,69;N/A;N/A;319,2;1,35;N/A;8,41
3043201;Betula pendula;7,7;155,67;9,3;1,49;2,3;0,37;0,2;0,31;N/A;N/A;36,5;0,15;N/A;0,84
3043202;Betula pendula;31,9;1 571,41;311,7;50,07;17,7;2,85;1,1;2,09;N/A;N/A;247,3;1,04;N/A;5,98
3043204;Betula pubescens;23,6;1 011,19;148,0;23,79;8,7;1,40;0,7;1,34;N/A;N/A;158,4;0,67;N/A;3,41
3043205;Betula pendula;6,4;107,54;5,8;0,94;1,8;0,29;0,1;0,23;N/A;N/A;27,7;0,12;N/A;0,64
3043206;Betula pendula;23,6;1 011,19;148,0;23,79;11,4;1,84;0,8;1,47;N/A;N/A;174,7;0,74;N/A;4,05
3043207;Betula pendula;26,2;1 168,66;191,6;30,79;13,3;2,14;0,9;1,67;N/A;N/A;198,4;0,84;N/A;4,65
3043208;Betula pendula;19,2;782,16;89,0;14,30;8,5;1,36;0,6;1,13;N/A;N/A;133,7;0,56;N/A;3,06
3043209;Betula pendula;21,4;890,79;116,3;18,68;9,9;1,59;0,7;1,30;N/A;N/A;154,2;0,65;N/A;3,55
3043210;Betula pendula;32,2;1 594,80;319,0;51,25;18,0;2,89;1,1;2,11;N/A;N/A;249,7;1,05;N/A;6,05
3043211;Picea omorika;13,7;558,11;98,6;15,84;8,5;1,36;0,1;0,25;N/A;N/A;29,2;0,12;N/A;1,73
3043212;Betula pubescens;26,8;1 207,33;202,6;32,56;10,5;1,69;0,9;1,63;N/A;N/A;192,7;0,81;N/A;4,13
3043213;Betula pendula;29,3;1 377,90;252,6;40,58;15,7;2,52;1,0;1,90;N/A;N/A;225,7;0,95;N/A;5,37
3043214;Betula pendula;24,9;1 087,87;169,0;27,15;12,4;1,99;0,8;1,57;N/A;N/A;186,6;0,79;N/A;4,35
3043215;Betula pendula;24,6;1 069,81;164,0;26,35;12,1;1,95;0,8;1,55;N/A;N/A;183,8;0,78;N/A;4,28
3043216;Betula pubescens;25,8;1 143,36;184,5;29,64;9,9;1,60;0,8;1,54;N/A;N/A;182,0;0,77;N/A;3,90
3043217;Betula pendula;23,3;994,08;143,4;23,05;11,2;1,80;0,8;1,45;N/A;N/A;171,9;0,72;N/A;3,98
3043218;Betula pubescens;29,0;1 356,63;246,2;39,56;11,8;1,89;1,0;1,82;N/A;N/A;215,9;0,91;N/A;4,63
3043219;Betula pendula;23,9;1 028,52;152,7;24,54;11,6;1,87;0,8;1,50;N/A;N/A;177,4;0,75;N/A;4,12
3043220;Betula pendula;21,1;875,28;112,3;18,04;9,7;1,56;0,7;1,28;N/A;N/A;151,4;0,64;N/A;3,48
3043222;Robinia pseudoacacia;60,9;3 506,57;1 173,4;188,53;35,0;5,62;1,6;3,01;N/A;N/A;357,0;1,51;N/A;10,14
3043223;Larix;56,7;4 839,45;1 593,2;255,98;35,5;5,70;1,6;3,07;N/A;N/A;363,2;1,53;N/A;10,30
3043224;Larix;62,8;5 872,23;2 006,5;322,38;40,4;6,50;1,7;3,21;N/A;N/A;379,9;1,60;N/A;11,30
3043225;Larix;95,0;12 345,39;5 031,6;808,41;63,2;10,15;1,5;2,94;N/A;N/A;348,2;1,47;N/A;14,56
3043226;Robinia pseudoacacia;5,8;61,38;5,1;0,81;1,4;0,22;0,0;0,07;N/A;N/A;8,1;0,03;N/A;0,32
3043227;Robinia pseudoacacia;52,3;2 683,81;803,8;129,15;27,8;4,47;1,3;2,54;N/A;N/A;301,3;1,27;N/A;8,28
3043229;Tilia cordata;61,5;6 602,05;1 087,7;174,76;23,3;3,74;2,0;3,74;N/A;N/A;443,4;1,87;N/A;9,35
3043230;Betula pendula;42,7;2 551,25;641,3;103,03;27,2;4,37;1,4;2,69;N/A;N/A;319,2;1,35;N/A;8,41
3043234;Tilia cordata;20,4;981,86;80,6;12,95;5,3;0,85;0,3;0,63;N/A;N/A;74,5;0,31;N/A;1,79
3043283;Robinia pseudoacacia;10,9;472,54;19,4;3,11;3,0;0,48;0,1;0,20;N/A;N/A;23,2;0,10;N/A;0,77
3043284;Robinia pseudoacacia;10,2;460,06;16,7;2,69;2,7;0,44;0,1;0,17;N/A;N/A;20,5;0,09;N/A;0,70
3043285;Robinia pseudoacacia;10,2;460,06;16,7;2,69;2,7;0,44;0,1;0,17;N/A;N/A;20,5;0,09;N/A;0,70
3043286;Robinia pseudoacacia;13,4;523,89;30,9;4,96;3,9;0,63;0,2;0,29;N/A;N/A;34,5;0,15;N/A;1,07
3043287;Robinia pseudoacacia;10,6;467,09;18,2;2,93;2,9;0,46;0,1;0,19;N/A;N/A;22,0;0,09;N/A;0,74
3043288;Robinia pseudoacacia;9,6;168,15;14,6;2,35;2,5;0,41;0,1;0,15;N/A;N/A;18,4;0,08;N/A;0,64
3043289;Robinia pseudoacacia;12,8;510,60;27,8;4,47;3,7;0,59;0,1;0,27;N/A;N/A;31,5;0,13;N/A;0,99
3043290;Robinia pseudoacacia;17,2;622,16;54,9;8,81;5,5;0,89;0,3;0,48;N/A;N/A;56,8;0,24;N/A;1,61
3043291;Robinia pseudoacacia;16,0;588,49;46,4;7,45;5,0;0,80;0,2;0,41;N/A;N/A;49,1;0,21;N/A;1,43
3043292;Robinia pseudoacacia;14,1;540,15;34,7;5,57;4,2;0,68;0,2;0,32;N/A;N/A;38,1;0,16;N/A;1,16
3043293;Robinia pseudoacacia;15,0;562,29;40,0;6,42;4,6;0,74;0,2;0,36;N/A;N/A;43,1;0,18;N/A;1,28
3043294;Robinia pseudoacacia;12,2;497,92;24,9;4,01;3,5;0,56;0,1;0,24;N/A;N/A;28,7;0,12;N/A;0,92
3043296;Robinia pseudoacacia;15,3;569,97;41,8;6,72;4,7;0,76;0,2;0,38;N/A;N/A;44,9;0,19;N/A;1,32
3043297;Robinia pseudoacacia;10,9;472,54;19,4;3,11;3,0;0,48;0,1;0,20;N/A;N/A;23,2;0,10;N/A;0,77
3043298;Robinia pseudoacacia;9,9;178,83;15,7;2,52;2,6;0,42;0,1;0,16;N/A;N/A;19,4;0,08;N/A;0,67
3043299;Robinia pseudoacacia;12,2;497,92;24,9;4,01;3,5;0,56;0,1;0,24;N/A;N/A;28,7;0,12;N/A;0,92
3043301;Robinia pseudoacacia;12,8;510,60;27,8;4,47;3,7;0,59;0,1;0,27;N/A;N/A;31,5;0,13;N/A;0,99
3043302;Robinia pseudoacacia;14,4;547,38;36,4;5,84;4,3;0,70;0,2;0,34;N/A;N/A;39,8;0,17;N/A;1,20
3043303;Robinia pseudoacacia;6,7;81,91;6,8;1,09;1,6;0,26;0,0;0,09;N/A;N/A;10,1;0,04;N/A;0,39
3043304;Robinia pseudoacacia;14,4;547,38;36,4;5,84;4,3;0,70;0,2;0,34;N/A;N/A;39,8;0,17;N/A;1,20
3043305;Robinia pseudoacacia;11,2;478,15;20,6;3,31;3,1;0,50;0,1;0,21;N/A;N/A;24,4;0,10;N/A;0,81
3043306;Robinia pseudoacacia;10,9;472,54;19,4;3,11;3,0;0,48;0,1;0,20;N/A;N/A;23,2;0,10;N/A;0,77
3043307;Robinia pseudoacacia;5,8;61,38;5,1;0,81;1,4;0,22;0,0;0,07;N/A;N/A;8,1;0,03;N/A;0,32
3043308;Robinia pseudoacacia;13,7;530,76;32,5;5,21;4,0;0,65;0,2;0,30;N/A;N/A;36,0;0,15;N/A;1,11
3043309;Robinia pseudoacacia;13,1;517,17;29,3;4,71;3,8;0,61;0,1;0,28;N/A;N/A;33,0;0,14;N/A;1,03
3043310;Robinia pseudoacacia;13,7;530,76;32,5;5,21;4,0;0,65;0,2;0,30;N/A;N/A;36,0;0,15;N/A;1,11
3043311;Robinia pseudoacacia;6,4;74,73;6,2;0,99;1,5;0,25;0,0;0,08;N/A;N/A;9,4;0,04;N/A;0,37
3043326;Quercus robur;24,9;1 300,92;194,6;31,26;11,3;1,82;0,6;1,18;N/A;N/A;139,8;0,59;N/A;3,59
3043327;Carpinus betulus;28,7;1 388,51;258,6;41,54;11,5;1,84;0,8;1,52;N/A;N/A;179,9;0,76;N/A;4,12
3043328;Quercus robur;40,2;2 922,88;503,6;80,91;18,2;2,92;1,3;2,40;N/A;N/A;284,3;1,20;N/A;6,52
3043370;Aesculus hippocastanum;30,3;1 467,18;274,9;44,17;12,2;1,95;1,2;2,34;N/A;N/A;277,2;1,17;N/A;5,46
3043371;Aesculus hippocastanum;57,7;4 449,30;1 336,5;214,73;31,5;5,06;1,9;3,58;N/A;N/A;424,1;1,79;N/A;10,43
3043372;Aesculus hippocastanum;16,0;648,32;58,6;9,42;4,9;0,78;0,4;0,84;N/A;N/A;99,8;0,42;N/A;2,04
3043373;Aesculus hippocastanum;69,8;6 357,34;2 140,2;343,85;41,8;6,72;1,7;3,26;N/A;N/A;386,6;1,63;N/A;11,61
3043374;Gleditsia triacanthos;26,5;1 261,97;136,8;21,97;9,1;1,47;0,5;0,94;N/A;N/A;111,4;0,47;N/A;2,88
3043375;Gleditsia triacanthos;27,1;1 305,06;144,3;23,19;9,4;1,52;0,5;0,98;N/A;N/A;116,3;0,49;N/A;2,99
3043378;Robinia pseudoacacia;27,1;992,81;161,2;25,89;10,5;1,69;0,6;1,15;N/A;N/A;135,8;0,57;N/A;3,41
3043379;Robinia pseudoacacia;25,8;934,69;143,2;23,01;9,8;1,58;0,6;1,05;N/A;N/A;124,5;0,53;N/A;3,15
3043380;Robinia pseudoacacia;23,9;854,88;119,3;19,16;8,8;1,41;0,5;0,91;N/A;N/A;108,2;0,46;N/A;2,78
3043381;Robinia pseudoacacia;5,8;61,38;5,1;0,81;1,4;0,22;0,0;0,07;N/A;N/A;8,1;0,03;N/A;0,32
3043382;Robinia pseudoacacia;23,0;819,21;108,8;17,48;8,3;1,34;0,4;0,85;N/A;N/A;100,6;0,42;N/A;2,61
3043386;Platanus x hybrida;11,8;509,11;15,8;2,53;1,8;0,30;0,1;0,23;N/A;N/A;26,8;0,11;N/A;0,63
3043387;Platanus x hybrida;19,5;841,96;53,2;8,55;3,8;0,60;0,3;0,64;N/A;N/A;76,2;0,32;N/A;1,57
3043388;Platanus x hybrida;19,5;841,96;53,2;8,55;3,8;0,60;0,3;0,64;N/A;N/A;76,2;0,32;N/A;1,57
3043389;Platanus x hybrida;18,8;804,94;48,7;7,82;3,6;0,57;0,3;0,59;N/A;N/A;70,3;0,30;N/A;1,46
3043390;Platanus x hybrida;17,2;725,39;39,2;6,30;3,1;0,50;0,3;0,49;N/A;N/A;58,0;0,24;N/A;1,24
